LABEL,TEXT
0,beyond a handful of mildly amusing lines ... there just is n't much to laugh at .
0,spent more time fiddling with this than i did looking at the road .
1,i bought the lowest priced model more to test the brand than anything else .
1,i though it would be faster and easier but it wasn t .
0,if your bike had a kickstand on the plate it won t lock down .
1,something the true film buff will enjoy .
1,most of crush is a clever and captivating romantic comedy with a welcome pinch of tartness .
0,i tried everything short of breaking the thing open .
1,"great headset ,  solid build quality and blocks out the wind ."
0,i loved the food for my cats as you can read below .
1,"its like that showtime rotisserrie oven ,  you set it and forget it ."
0,i ordered these from amazon since i could find them nowhere in my area .
0,i had much better luck with the other three pairs mentioned .
0,i put in a password but router won t recoginize it .
1,"it takes this never-ending confusion and hatred , puts a human face on it , evokes shame among all who are party to it and even promotes understanding ."
1,i got this as a gift for my son .
0,"num_extend has much better graphics ,  better sound ,  slightly better control ."
0,maybe i found the proceedings a little bit too conventional .
1,it basically picks up what is directly in front of it .
1,"what full frontal lacks in thematic coherence it largely makes up for as loosey-goosey , experimental entertainment ."
0,... the sum of the parts equals largely a confused mediocrity .
0,almost everything else is wan .
1,this style of meat pounder is sort of commodity like .
0,"even as lame horror flicks go , this is lame ."
1,they pile up nice in the closet and clean up great in the dishwasher .
0,"a boring , wincingly cute and nauseatingly politically correct cartoon guaranteed to drive anyone much over age 4 screaming from the theater ."
1,the film runs on equal parts of innocence and wisdom -- wisdom that comes with experience .
0,the wheel oftenly stuck and wont turn on its rail .
1,i would not suggest this on black iphones .
1,one minute per slice seems like a good rule of thumb so far .
1,the cheese came out light and fluffy wished i had had one earlier .
1,"auto shut off after num_num hours ,  which is a good feature ."
0,"too loud , too long and too frantic by half , die another day suggests that the bond franchise has run into a creative wall that 007 can not fly over , tunnel under or barrel through ."
1,just do your homework and you will end up pretty satisfied .
1,this bold and lyrical first feature from raja amari expands the pat notion that middle-aged women just wanna have fun into a rousing treatise of sensual empowerment .
0,sugar is extremely addictive and does absolutely nothing for your body .
1,then into my phone and it chargers my phone .
0,there is no menu selection for find free books .
0,i only ordered on here because they were alot cheaper .
1,"a hip ride into hyper-time , clockstoppers is a lively and enjoyable adventure for all ages at any time ."
1,voice command is better on this set than other ones i ve tried .
0,i kept it though i do not use it .
1,despite the port breaking it gets num_extend stars .
0,the main flavor to come through is cinnamon and the slight sweetness of stevia .
1,director rob marshall went out gunning to make a great one .
1,we usually run it on low and it is relatively quite .
1,i can t believe i haven t owned one of these before .
1,a marvellous journey from childhood idealism to adolescent self-absorption .
0,and i wanted them all to be easy to access .
0,it does this to a very significant degree and is extremely uncomfortable to wear .
1,"christians sensitive to a reductionist view of their lord as a luv-spreading dr. feelgood or omnipotent slacker will feel vastly more affronted than secularists , who might even praise god for delivering such an instant camp classic ."
1,i did not have what i felt were unrealistic expectations of this device .
0,shocking only in that it reveals the filmmaker 's bottomless pit of self-absorption .
0,... too gory to be a comedy and too silly to be an effective horror film .
0,"sunshine state lacks the kind of dynamic that limbo offers , and in some ways is a rather indulgent piece ."
0,"a sour , nasty offering ."
1,"finish is great ,  and it makes great french toast ."
0,"ultimately the project comes across as clinical , detached , uninvolving , possibly prompting audience members to wonder , ` what 's the point ? '"
0,"unfortunately ,  not my blackberry nor my cell phone ."
1,the acting alone is worth the price of admission .
1,another thing i really like is that it does not have rivets .
0,it worked for maybe num_num months then died .
1,i do n't think i 've been as entranced and appalled by an asian film since shinya tsukamoto 's iron man .
1,this turner has worked well for the last few years .
1,of course the german s call this sort of idea good engineering .
1,"synching is simple ,  with no passwords or codes required ."
0,notorious c.h.o. has oodles of vulgar highlights .
0,"the character is too forced and overwritten to be funny or believable much of the time , and clayburgh does n't always improve the over-the-top mix ."
1,"whether you 're moved and love it , or bored or frustrated by the film , you 'll still feel something ."
0,we miss the quirky amazement that used to come along for an integral part of the ride .
0,"sluggishly directed by episodic tv veteran joe zwick , it 's a sitcom without the snap-crackle ."
0,a dreary rip-off of goodfellas that serves as a muddled and offensive cautionary tale for hispanic americans .
0,"spousal abuse is a major problem in contemporary society , but the film reduces this domestic tragedy to florid melodrama ."
1,"do n't plan on the perfect ending , but sweet home alabama hits the mark with critics who escaped from a small town life ."
1,"to the film 's credit , the acting is fresh and unselfconscious , and munch is a marvel of reality versus sappy sentiment ."
1,"a sensual performance from abbass buoys the flimsy story , but her inner journey is largely unexplored and we 're left wondering about this exotic-looking woman whose emotional depths are only hinted at ."
0,"truth to tell , if you 've seen more than half-a-dozen horror films , there 's nothing here you have n't seen before ."
0,you 've seen them a million times .
1,"other than that small problem ,  this is a great bt headdest ."
1,will grab your children by the imagination and amaze them and amuse them .
0,it is so small . get a racket ball . pass this one by .
1,"a thoughtful , moving piece that faces difficult issues with honesty and beauty ."
0,i did n't believe for a moment in these villains or their plot .
1,"the film benefits greatly from a less manic tone than its predecessor , as cho appears to have settled comfortably into her skin ."
0,"one of those movies where you walk out of the theater not feeling cheated exactly , but feeling pandered to , which , in the end , might be all the more infuriating ."
0,"as adapted by kevin molony from simon leys ' novel `` the death of napoleon '' and directed by alan taylor , napoleon 's journey is interesting but his parisian rebirth is stillborn"
1,"only an epic documentary could get it all down , and spike lee 's jim brown : all american at long last gives its subject a movie worthy of his talents ."
1,"it might be tempting to regard mr. andrew and his collaborators as oddballs , but mr. earnhart 's quizzical , charming movie allows us to see them , finally , as artists ."
0,"once the charger is removed ,  the phone starts working ,  again ."
1,seems to working fine in my mother s humidifier .
0,they have a medium pile lining that has more of a stiffer polyester feel .
1,"it 's an example of sophisticated , challenging filmmaking that stands , despite its noticeable lack of emotional heft , in welcome contrast to the indulgent dead-end experimentation of the director 's previous full frontal ."
1,"this cuddly sequel to the 1999 hit is a little more visually polished , a little funnier , and a little more madcap ."
1,easy to put on and i have no problems .
0,"though everything might be literate and smart , it never took off and always seemed static ."
1,"a thoughtful , provocative , insistently humanizing film ."
1,"the wwii drama is well plotted , visually striking and filled with enjoyably complex characters who are never what they first appear ."
1,"i do n't know precisely what to make of steven soderbergh 's full frontal , though that did n't stop me from enjoying much of it ."
1,the result is something quite fresh and delightful .
1,one of the greatest romantic comedies of the past decade .
1,haneke challenges us to confront the reality of sexual aberration .
0,the plot is so predictable and sentimental that viewers are likely to lose interest before sandrine and her goats walk off into the sunset .
0,it 's also heavy-handed and devotes too much time to bigoted views .
1,plus its from amazon and amazon wouldn t put their name on crap .
1,games like gem journey are easier to play with a stylus like this .
0,"i ll stick to my xbox for now ,  thanks ."
1,the same panel buttons are there but in a better placement .
0,"it feels like a community theater production of a great broadway play : even at its best , it will never hold a candle to the original ."
0,"... perhaps the heaviest , most joyless movie ever made about giant dragons taking over the world ."
1,i have dropped the phone onto a tile floor and it is fine .
1,"once again , director jackson strikes a rewarding balance between emotion on the human scale and action\/effects on the spectacular scale ."
1,he read every amazon . com review as well as the zojirushi website .
1,"however ,  slicing up tons of veggies can be quite time consuming ."
1,hawke draws out the best from his large cast in beautifully articulated portrayals that are subtle and so expressive they can sustain the poetic flights in burdette 's dialogue .
1,the recipe that comes with it is tasty .
1,"hand graters can be a mess to clean ,  especially under the handle ."
1,this is definitely not the case with the num_extend
0,looks like a high school film project completed the day before it was due .
0,i also have to hold the headphone cord to keep it from flapping around .
1,"witty , touching and well paced ."
1,"this version 's no classic like its predecessor , but its pleasures are still plentiful ."
0,my first draft of this review was also way too long .
1,her delivery and timing are flawless .
0,speedloader is very hard to use especially with an extended magazine .
0,"a graceless , witless attempt at mating some like it hot with the wwii espionage thriller ."
1,frida 's artistic brilliance is undeniable -- it 's among the most breathtakingly designed films i 've ever seen .
0,"first good , then bothersome ."
1,at heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance .
1,"if your senses have n't been dulled by slasher films and gorefests , if you 're a connoisseur of psychological horror , this is your ticket ."
0,don t buy this unless you like replacing toasters .
1,i am glad that i did not spend a fortune on the electric models .
0,unfortunately i m not sure what all the five star reviews are for .
0,"the plot is very clever , but boyd weighs it down with too many characters and events , all intertwined and far too complicated to keep track of ."
0,ridiculous !  i had trouble getting it on with zero bubbles .
0,a very stylish but ultimately extremely silly tale ... a slick piece of nonsense but nothing more .
0,"the computer recognized the usb connection ,  but the cursor never moved ."
0,it s too bad because they look like they would keep my ears warm .
0,little more than a frothy vanity project .
1,this is the old faithful water filter pitcher .
0,just spend the extra bucks and buy an official one from apple .
0,the constriction on my dog caused him to sit .
0,"at times , however , dogtown and z-boys lapses into an insider 's lingo and mindset that the uninitiated may find hard to follow , or care about ."
1,"pretty darn good , despite its smarty-pants aura ."
0,its very similar to that type of style .
1,it was just what i expected it to be .
1,"it 's rare to find a film that dazzles the eye , challenges the brain , and satisfies our lust for fast-paced action , but minority report delivers all that and a whole lot more ."
1,i give it five stars for making eating good so easy !  .
0,a long-winded and stagy session of romantic contrivances that never really gels like the shrewd feminist fairy tale it could have been .
0,i wore this product today for a few hours today .
0,it 's as flat as an open can of pop left sitting in the sun .
1,"this warm and gentle romantic comedy has enough interesting characters to fill several movies , and its ample charms should win over the most hard-hearted cynics ."
1,it did what it was supposed to do .
1,resourceful and ingenious entertainment .
0,"i then emptied th coffee grinder and looked for an obstruction ,  none ."
1,"edited and shot with a syncopated style mimicking the work of his subjects , pray turns the idea of the documentary on its head , making it rousing , invigorating fun lacking any mtv puffery ."
1,take the whole thing out in the sink .
1,this is a happy throwback to the time when cartoons were cinema 's most idiosyncratic form instead of one of its most predictable .
1,"4 friends , 2 couples , 2000 miles , and all the pabst blue ribbon beer they can drink - it 's the ultimate redneck road-trip ."
0,the balm is crap more like a vaseline stick .
1,my wife despises window fans usually and she loves this thing too .
0,the movie quickly drags on becoming boring and predictable .
0,"it 's drained of life in an attempt to be sober and educational , and yet it 's so devoid of realism that its lack of whistles and bells just makes it obnoxious and stiff ."
1,"also ,  the knife is easy to maneuver despite its length ."
1,"an enjoyable film for the family , amusing and cute for both adults and kids ."
1,this knife sharpener more than met our expectations .
1,"it 's a pleasure to see seinfeld griping about the biz with buddies chris rock , garry shandling and colin quinn ."
1,and it s a bread knife and nothing all that special .
1,place it in the freezer and close the door .
0,i threw it out because i can t take alcohol .
1,if you need a pot with this capacity num_extend qts  buy this one .
0,"too silly to be frightening , too stolid to be funny , it projects the same lazy affability as its nominal star , david arquette ."
0,it makes a farce out of a good num_num num_extend
0,"not a movie but a live-action agitprop cartoon so shameless and coarse , it 's almost funny ."
1,dash mounts are either bulky and in the way or not strong enough .
1,i have had two of these cans outside for over a year .
1,"a graceful , contemplative film that gradually and artfully draws us into a world where the personal and the political get fatally intertwined ."
1,"the passions aroused by the discord between old and new cultures are set against the strange , stark beauty of the mideast desert , so lovingly and perceptively filmed that you can almost taste the desiccated air ."
0,moderately involving despite bargain-basement photography and hackneyed romance .
0,i expected an improvement in signal strength from my tiny usb direct plugin type .
0,"gangs of new york is an unapologetic mess , whose only saving grace is that it ends by blowing just about everything up ."
0,the sum of all fears is almost impossible to follow -- and there 's something cringe-inducing about seeing an american football stadium nuked as pop entertainment .
0,"after four days of that ,  i gave up and chucked it ."
1,the visuals alone make metropolis worth seeing .
1,"a real movie , about real people , that gives us a rare glimpse into a culture most of us do n't know ."
0,"helmer devito ... attempts to do too many things in this story about ethics , payola , vice , murder , kids ' tv and revenge ."
1,it is not difficult to clean or assemble .
0,i say this as a guy with fairly thin wrists too .
0,and still the focus was extremely soft or just plain terrible .
0,most operations there is a noticable delay lag of num_extend to num_num seconds .
1,"we can see the wheels turning , and we might resent it sometimes , but this is still a nice little picture , made by bright and friendly souls with a lot of good cheer ."
1,... as the story congeals you feel the pieces of the star wars saga falling into place in a way that makes your spine tingle with revelation and excitement .
0,i was surprised as the box seemed to be in good shape .
0,that does not hold true for this product .
0,i had it professionally installed at a local bike shop .
1,should have a wider design for different foods .
1,"my goodness , queen latifah has a lot to offer and she seemed to have no problem flaunting her natural gifts ."
0,it is worse then no lube because it gets soooo sticky .
1,"an impossible romance , but we root for the patronized iranian lad ."
1,"oh ,  and the battery life is pretty decent ."
1,gosling provides an amazing performance that dwarfs everything else in the film .
1,"while not as aggressively impressive as its american counterpart , `` in the bedroom , '' moretti 's film makes its own , quieter observations"
0,"i did n't laugh at the ongoing efforts of cube , and his skinny buddy mike epps , to make like laurel and hardy 'n the hood ."
1,"there is a kind of attentive concern that hoffman brings to his characters , as if he has been giving them private lessons , and now it is time for their first public recital ."
0,i ve not been terribly impressed with this box .
0,"the unceasing sadism is so graphically excessive , the director just ends up exposing his own obsession ."
0,i did not buy from a num_extend party seller .
0,but it didn t do anything for my face .
0,"the streets , shot by cinematographer michael ballhaus , may be as authentic as they are mean , but it is nearly impossible to care about what happens on them ."
0,try explaining to a two year old why her tattoo keeps  breaking  .
1,"it is also , at times , curiously moving ."
1,i also love it because the jar is plastic .
0,a painfully leaden film destined for pre-dawn cable television slots .
1,"we both use the blackberry num_num curve ,  which each use bluetooth version num_extend"
1,"does what a fine documentary does best : it extends a warm invitation into an unfamiliar world , then illuminates it fully and allows the larger implications of the journey to sink in unobtrusively ."
0,i bought this toy for my boys a few years back .
0,i was bored after the first num_num minutes .
0,"spyro games always used to be fun ,  but that tradition ends here ."
0,this case is cute however the is the only good thing about it .
1,u.s. audiences may find -lrb- attal and gainsbourg 's -rrb- unfamiliar personas give the film an intimate and quaint reality that is a little closer to human nature than what hollywood typically concocts .
1,it is close to the old one i had for years .
0,i would not buy this again in the future .
0,"if this holiday movie is supposed to be a gift , somebody unwrapped it early , took out all the good stuff , and left behind the crap -lrb- literally -rrb- ."
0,"the movie is as far as you can get from racy , to the point where it almost stops the blood flow to your brain ; it has a dull , costumey feel ."
1,what 's most striking about this largely celebratory film ... is the sense of isolation that permeates these bastions of individuality in an ikea world .
1,so i purchased another knife sharpener for this our num_num yankee swap .
0,you 'll have more fun setting fire to yourself in the parking lot .
1,it has a num_num year warranty on defects too .
0,-lrb- u -rrb- nrelentingly stupid .
0,it is a poor performer when it comes to odor retention and clumping .
1,effectively feeds our senses with the chilling sights and sounds from within the camp to create a completely numbing experience .
1,hope this lasts longer than my last grinder so can buy as a gift .
0,the kids often appear to be reading the lines and are incapable of conveying any emotion .
0,"flotsam in the sea of moviemaking , not big enough for us to worry about it causing significant harm and not smelly enough to bother despising ."
1,once it dies i will purchase a better unit .
0,"the film would work much better as a video installation in a museum , where viewers would be free to leave ."
1,"exquisitely acted and masterfully if preciously interwoven ... -lrb- the film -rrb- addresses in a fascinating , intelligent manner the intermingling of race , politics and local commerce ."
0,i must find a way to return them .
1,one corner is slightly taller than the other but its hardly noticeable .
1,"the values that have held the enterprise crew together through previous adventures and perils do so again-courage , self-sacrifice and patience under pressure ."
0,"a depressing confirmation of everything those of us who do n't object to the description `` unelected '' have suspected all along : george w. bush is an incurious , uncharismatic , overgrown frat boy with a mean streak a mile wide ."
1,a moody horror\/thriller elevated by deft staging and the director 's well-known narrative gamesmanship .
1,this pan is a bit heavier and truly nonstick .
0,wait for video -- and then do n't rent it .
1,"you can feel the heat that ignites this gripping tale , and the humor and humanity that root it in feeling ."
0,"in my experience ,  they are a constant source of problems ."
1,the complication is the heft of the phone .
0,i practically felt like i threw away my money on this one .
1,"it 's a brave attempt to tap into the heartbeat of the world , a salute to the universal language of rhythm and a zippy sampling of sounds ."
0,also the headphones do not feel comfortable on your head .
1,"the director , steven shainberg , has succeeded by focusing intently on his characters , making them quirky individuals rather than figures of fun ."
0,a process that takes a couple of minutes .
1,"finally , a genre movie that delivers -- in a couple of genres , no less ."
0,"so clich??d that , at one point , they literally upset an apple cart ."
0,you 'll be more entertained getting hit by a bus .
1,"you have to pay attention to follow all the stories , but they 're each interesting ."
0,"a shambles of a movie -- visually unattractive , unbearably loud and utterly silly ... its hilarity is completely unintentional ."
1,the use of cgi and digital ink-and-paint make the thing look really slick .
0,there was nothing at all to indicate that belkin manufactured this item .
0,i bought this product for feeding my num_num persian cats while on vacation .
1,apparently there are thirteen more words required to successfully submit this review .
0,abandons all pretense of creating historical context and waltzes off into a hectic soap about the ups and downs of the heavy breathing between the two artists .
0,has the feel of an unedited personal journal .
1,"like the film 's almost anthropologically detailed realization of early - '80s suburbia , it 's significant without being overstated ."
0,a waste of good performances .
1,"thrilling , provocative and darkly funny , this timely sci-fi mystery works on so many different levels that it not only invites , it demands repeated viewings ."
0,"home alone goes hollywood , a funny premise until the kids start pulling off stunts not even steven spielberg would know how to do ."
1,skip work to see it at the first opportunity .
1,"if it 's possible for a sequel to outshine the original , then sl2 does just that ."
0,big fat liar is just futile silliness looking to tap into the kiddie sensibilities .
1,"we often cook sausages ,  hot dogs and hamburgers in it as well ."
1,an unbelievably fun film just a leading man away from perfection .
0,gave it to someone named happy on her birthday .
1,i have owned it for two years and it is a work horse .
1,i ve had this thermometer for about num_num years .
1,i can carry it in my pocket and use it when i need to .
0,when i contacted the company the response was that they shipped it .
0,"the weight of water uses water as a metaphor for subconscious desire , but this leaky script barely stays afloat ."
0,"perhaps it won t rust ,  but upclose it looks a little cheesey ."
0,"it 's getting harder and harder to ignore the fact that hollywood is n't laughing with us , folks ."
1,"the diversity of the artists represented , both in terms of style and ethnicity , prevents the proceedings from feeling repetitious , as does the appropriately brief 40-minute running time ."
0,he has not learnt that storytelling is what the movies are about .
0,a mixed bag of a comedy that ca n't really be described as out of this world .
0,"these are supposedly cotton ,  but they don t feel like it ."
0,begins as a promising meditation on one of america 's most durable obsessions but winds up as a slender cinematic stunt .
0,it would be hard to think of a recent movie that has worked this hard to achieve this little fun .
0,"as conceived by mr. schaeffer , christopher and grace are little more than collections of quirky traits lifted from a screenwriter 's outline and thrown at actors charged with the impossible task of making them jell ."
1,"interacting eyeball-to-eyeball and toe-to-toe , hopkins and norton are a winning combination -- but fiennes steals ` red dragon ' right from under their noses ."
1,no complaints and my wife loves the color .
1,"an endlessly fascinating , landmark movie that is as bold as anything the cinema has seen in years ."
0,how did it ever get made ?
0,"i 'm not suggesting that you actually see it , unless you 're the kind of person who has seen every wim wenders film of the '70s ."
0,"one minute , you think you 're watching a serious actioner ; the next , it 's as though clips from the pink panther strikes again and\/or sailor moon have been spliced in ."
1,i could not tell a difference at all .
0,so i just thought maybe it ll help keep my acne away .
0,a modest and messy metaphysical thriller offering more questions than answers .
0,i don t think the saying  you get what you pay  .
1,a blessed gift to film geeks and historians .
0,i had to buy one out on the road .
1,they were awesome and they work great i like them a lot thank you .
1,impresses you with its open-endedness and surprises .
0,my husband said it was obvious so i had to return it .
0,obviously we all have our own preferences for taste .
1,the item was what i was looking for and arrived exactly as described .
1,it should be mentioned that the set design and interiors of the haunted vessel are more than effectively creepy and moodily lit .
1,i shall be ordering a second one in the not too distant future .
0,"the film takes too long getting to the good stuff , then takes too long figuring out what to do next ."
1,this clever caper movie has twists worthy of david mamet and is enormous fun for thinking audiences .
0,"matthew mcconaughey tries , and fails , to control the screen with swaggering machismo and over-the-top lunacy ."
1,the aluminum ones get stained and ugly after a few uses .
1,it creates heaping folds of foam andturns your coffee into a breve latte .
1,it s more powerful so i expect it to be a little louder .
1,an original gem about an obsession with time .
0,"some of seagal 's action pictures are guilty pleasures , but this one is so formulaic that it seems to be on auto-pilot ."
1,an incredibly clever and superbly paced caper filled with scams within scams within scams .
1,"the year 's happiest surprise , a movie that deals with a real subject in an always surprising way ."
0,worked best on older new england house with narrow staircase .
1,the sound range and loudness is pretty impressive for the price and size .
1,all came well sharpened and ready to go .
1,wish it had a crank or something to make it easier .
1,i wore my first one out by pouring hot gravies in it .
0,extremely confusing .
0,as the clock clicked by num_extend i still felt sluggish .
0,"all of them are utter garbage ,  not even decent polyester ."
1,"the film 's greatest asset is how much it 's not just another connect-the-dots , spy-on-the-run picture ."
0,"the film makes a tragic error by going on for too long , trying to mirror every subsequent event in chinese history : war , revolution , communism , etc. ."
1,things i notice so far : + bluetooth num_extend streaming is solid .
0,good thing filters for num_num gallon tanks are cheap .
1,it s not as bulky feel as the other cases available .
1,"it works with all types ,  but works best with roma tomatoes ."
0,"this is a fantastic idea ,  however it has some flaws ."
0,"say this for the soundtrack , it drowns out the lousy dialogue ."
1,the only thing is it stretches easily so be careful with that .
1,"very easy to put on ,  no bubbles whatsoever ."
1,"this may not have the dramatic gut-wrenching impact of other holocaust films , but it 's a compelling story , mainly because of the way it 's told by the people who were there ."
1,"get it ,  it s worth the price for sure ."
1,the cookbook that comes with it is adequate .
1,offers that rare combination of entertainment and education .
0,"the story itself is uninteresting , and the songs are painfully undistinguished : they might be giants ' so to be one of us may be the most tuneless tune ever composed ."
1,a psychological thriller with a smart script and an obsessive-compulsive 's attention to detail .
1,"it is ridiculous , of course ... but it is also refreshing , disarming , and just outright enjoyable despite its ridiculousness ."
1,have been using it daily since it arrived .
1,i paid $ for this when i bought a few other pieces .
0,"the performances are so leaden , michael rymer 's direction is so bloodless and the dialogue is so corny that the audience laughs out loud ."
1,"the movie 's quiet affirmation of neighborhood values gives it an honest , lived-in glow ."
0,even legends like alfred hitchcock and john huston occasionally directed trifles ... so it 's no surprise to see a world-class filmmaker like zhang yimou behind the camera for a yarn that 's ultimately rather inconsequential .
0,"unfortunately , heartbreak hospital wants to convey the same kind of haughtiness in its own sketchy material but this territory has already been explored previously with better aplomb and sardonic wit ."
0,im thinking num_num gem stones in at least a num_num inch wheel .
0,shame on what otherwise has been a reliable company with several other respectful products .
0,could the whole plan here have been to produce something that makes fatal attraction look like a classic by comparison ?
0,absorbing and disturbing -- perhaps more disturbing than originally intended -- but a little clarity would have gone a long way .
0,i ve not had this happen with my wusthofs .
0,"scene-by-scene , things happen , but you 'd be hard-pressed to say what or why ."
0,we re too stupid to put together normal sounding sentences .
1,"i have several of these ,  well worth it ."
1,"a sad , superior human comedy played out on the back roads of life ."
0,"the cables seem rather basic and work well ,  except one problem ."
0,the story and characters are nowhere near gripping enough .
1,i use this thing to core out the inside of a potato .
1,a gas cooktop would be worse and a smooth cooktop probably much better .
1,open carefully and handle the zippers with care .
1,"for the first time in several years , mr. allen has surpassed himself with the magic he 's spun with the hollywood empress of ms. leoni 's ellie ."
0,propelled not by characters but by caricatures .
0,warmed-over tarantino by way of wannabe elmore leonard .
1,never -lrb- sinks -rrb- into exploitation .
1,"despite what anyone believes about the goal of its makers , the show ... represents a spectacular piece of theater , and there 's no denying the talent of the creative forces behind it ."
0,"a baffling misfire , and possibly the weakest movie -lrb- woody allen -rrb- has made in the last twenty years ."
0,she handed it back to me and picked up her ginsu knife .
0,this just doesn t have enough power to massage my shoulders and neck .
0,"they pee in it about once a week ,  if that ."
0,"this film is so slick , superficial and trend-hoppy , that it 's easy to imagine that a new software program spit out the screenplay ."
0,this is n't a `` friday '' worth waiting for .
0,"the vampire thriller blade ii starts off as a wild hoot and then sucks the blood out of its fun -- toward the end , you can feel your veins cringing from the workout ."
1,also these attachment pieces are very easy to clean .
0,"not so much funny as aggressively sitcom-cute , it 's full of throwaway one-liners , not-quite jokes , and a determined tv amiability that allen personifies ."
0,i simply treated it how i would assume a curling iron works .
0,"lanie 's professional success means she must be a failure at life , because she 's driven by ambition and does n't know how to have fun ."
1,"an enthralling , playful film that constantly frustrates our desire to know the ` truth ' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to ."
0,"the furious coherence that -lrb- deniro -rrb- brings to this part only underscores the fuzzy sentimentality of the movie itself , which feels , as it plods toward the end , less like a movie than like the filmed reading of a script in need of polishing ."
0,i will never again purchase another game where this is a requirement .
1,a masterpiece four years in the making .
1,what really surprises about wisegirls is its low-key quality and genuine tenderness .
1,some reviewers complained of grounds in the coffee .
0,i love cheetos and any artificially or naturally enhanced cheese snack .
1,we use these alot and they work great .
1,there 's a vastness implied in metropolis that is just breathtaking .
1,what might have been a predictably heartwarming tale is suffused with complexity .
1,i would definitely recommend this for a cute case .
0,"good for a few unintentional laughs , `` extreme ops '' was obviously made for the `` xxx '' crowd , people who enjoy mindless action without the benefit of decent acting , writing , and direction ."
1,we have used ours at least a couple of hundred times .
0,b. -rrb- that sure is pathetic !
1,love it !  really handy to set by the stove .
0,the good pieces that i manages to salvage the birds refuse to touch .
1,"a deceivingly simple film , one that grows in power in retrospect ."
1,but these knives are well worth their price .
0,"the premise for this kegger comedy probably sounded brilliant four six-packs and a pitcher of margaritas in , but the film must have been written ... in the thrall of a vicious hangover ."
1,"a comprehensive and provocative film -- one that pushes the boundaries of biography , and challenges its audience ."
1,the production values are up there .
0,"i hated the color that was sent to me ,  pale chalky beige ."
0,"whatever the case ,  i couldn t be more unhappy with this purchase ."
1,an intelligent fiction about learning through cultural clash .
1,easy to apply and it works very well .
1,engagingly captures the maddening and magnetic ebb and flow of friendship .
1,"this is what s affordable right now ,  so it has to do ."
1,ranks among willams ' best screen work .
1,blade release buttons are simple to use which makes cleaning easy .
0,i contacted the seller and was given a refund .
0,also the  free will  option is an absolute joke .
1,"while undercover brother is definitely one for the masses , it 's also full of sharp , smart satire ."
1,unless you have very small or very large hands it is comfortable to use .
0,"instead of kicking off the intrigue and suspense and mystery of the whole thing , hart 's war , like the st. louis rams in the super bowl , waits until after halftime to get started ."
0,the sequel has turned completely and irrevocably bizarre to the point of utter nonsense .
0,for caine lovers only .
1,these small cookie scoops made perfectly uniform two inch cookies .
0,i m selling mine to make room for something else .
0,"for the price tag ,  its nothing to rave about ."
0,i d rather be a little less healthy and a little more happy .
0,boring we did n't .
1,coming from an asian background it s not something we normally cook with .
0,i m sure it depends on your age and body type .
1,there are num_num blue lights to indicate the level of the unit s charge .
1,i followed the guidance and am grateful for it .
1,davis has filled out his cast with appealing fresh faces .
0,did nt have time to return it before christmas so bought another necklass .
1,i was torn between ordering the wagner steam cleaner and this mcculloch steam cleaner .
1,i only wish the vacuum head was a little larger .
1,a sports movie with action that 's exciting on the field and a story you care about off it .
0,a very average science fiction film .
1,"a gentle , compassionate drama about grief and healing ."
1,i ve tried the pulls with prongs that go along side the cork .
0,if you are stir frying your ingredients  i . e .
0,i tried hiding them in her food and in her treats .
1,"the film is all a little lit crit 101 , but it 's extremely well played and often very funny ."
1,"not everything works , but the average is higher than in mary and most other recent comedies ."
1,this little butter bell is a fantastic buy .
0,i m just looking forward to the day i get to replace it .
0,enfamil infant is characterized by choline and dha .
1,i don t want the bulk of an otterbox defender .
0,its characters are thinner than cardboard -- or even comic-book paper .
0,"even by dumb action-movie standards , ballistic : ecks vs. sever is a dumb action movie ."
0,i was not at all pleased with the performance of this chopper .
1,"i m a male ,  a bachelor who lives alone ."
1,"a splendid entertainment , young in spirit but accomplished in all aspects with the fullness of spirit and sense of ease that comes only with experience ."
0,that s not what it felt like with the original gel adhesive .
1,we use a bread machine to prepare the dough and provide the first rise .
0,"we never really feel involved with the story , as all of its ideas remain just that : abstract ideas ."
1,you ve probably seen them use it on iron chef .
1,"the whole cast looks to be having so much fun with the slapstick antics and silly street patois , tossing around obscure expressions like bellini and mullinski , that the compact 86 minutes breezes by ."
1,"behind the snow games and lovable siberian huskies -lrb- plus one sheep dog -rrb- , the picture hosts a parka-wrapped dose of heart ."
0,not that we should of had to do that .
0,hello;i purchased this item from a major retailer about num_num years ago .
0,"egoyan 's movie is too complicated to sustain involvement , and , if you 'll excuse a little critical heresy , too intellectually ambitious ."
1,anker is a fine product though i d never heard of it .
1,"almost every scene in this film is a gem that could stand alone , a perfectly realized observation of mood , behavior and intent ."
1,i m convinced vacuum sealing works just as advertised .
1,much better than block and tackle type hooks to store overhead .
1,a psychologically rich and suspenseful moral thriller with a stellar performance by al pacino .
1,i purchased these batteries based on the reviews of others .
1,so shipping takes a while but it is definitely worth the price .
1,"for all its failed connections , divine secrets of the ya-ya sisterhood is nurturing , in a gauzy , dithering way ."
1,i will update my review after num_num months .
0,you can go to any chain store and do better .
0,this machine is no match for the new consoles .
1,i recommand smaller size for everyday use . but i like this pan .
0,my mouth feels very dry and i am thirsty after drinking this .
